,0
Product_Qumësht lope,0.2990150193080496
Product_Vezë,0.267109450855964
Region_Durrës,0.2375043163691491
Region_Fier,0.0888163863735197
Region_Shkodër,0.01722833944481233
Region_Gjirokastër,0.01677707334694685
Region_Elbasan,0.01645967684019303
Year,0.01473049052076574
Region_Tiranë,0.009732776904266516
Region_Korçë,0.007927162409001712
